Name,Session,Time
ACT2111,L01-LEC(1056),TuTh 08:30 - 09:50
ACT2111,L02-LEC(1057),MoWe 10:30 - 11:50
ACT2111,L03-LEC(1058),MoWe 15:30 - 16:50
ACT2111,L04-LEC(1059),MoWe 08:30 - 09:50
ACT2111,L05-LEC(1060),MoWe 13:30 - 14:50
ACT2111,L06-LEC(1061),TuTh 10:30 - 11:50
ACT2111,L07-LEC(1062),TuTh 10:30 - 11:50
ACT2111,L08-LEC(1063),TuTh 13:30 - 14:50
ACT2111,L09-LEC(1064),TuTh 15:30 - 16:50
ACT2111,T01-TUT(1065),Fr 18:00 - 18:50
ACT2111,T02-TUT(1066),Fr 19:00 - 19:50
ACT2111,T03-TUT(1067),Th 20:00 - 20:50
ACT2111,T04-TUT(1068),Fr 18:00 - 18:50
ACT2111,T05-TUT(1069),Fr 19:00 - 19:50
ACT2111,T06-TUT(1070),Fr 20:00 - 20:50
ACT2111,T07-TUT(1071),Mo 18:00 - 18:50
ACT2111,T08-TUT(1072),Mo 19:00 - 19:50
ACT2111,T09-TUT(1073),Mo 20:00 - 20:50
ACT2111,T10-TUT(1074),Tu 18:00 - 18:50
ACT2111,T11-TUT(1075),Tu 19:00 - 19:50
ACT2111,T12-TUT(1076),Tu 20:00 - 20:50
ACT2111,T13-TUT(1077),We 18:00 - 18:50
ACT2111,T14-TUT(1078),We 19:00 - 19:50
ACT2111,T15-TUT(1079),We 20:00 - 20:50
ACT2111,T16-TUT(1080),Fr 18:00 - 18:50
ACT2111,T17-TUT(1081),Fr 19:00 - 19:50
ACT2111,T18-TUT(1082),Fr 20:00 - 20:50
ACT2121,L01-LEC(1546),TuTh 08:30 - 09:50
ACT2121,L02-LEC(1547),TuTh 10:30 - 11:50
ACT2121,L03-LEC(1548),TuTh 15:30 - 16:50
ACT2121,L04-LEC(1549),MoWe 13:30 - 14:50
ACT2121,T01-TUT(1550),Tu 18:00 - 18:50
ACT2121,T02-TUT(1551),Tu 19:00 - 19:50
ACT2121,T03-TUT(1552),Tu 20:00 - 20:50
ACT2121,T04-TUT(1553),We 18:00 - 18:50
ACT2121,T05-TUT(1554),We 19:00 - 19:50
ACT2121,T06-TUT(1555),We 20:00 - 20:50
ACT2121,T07-TUT(1556),Mo 18:00 - 18:50
ACT2121,T08-TUT(1557),Mo 19:00 - 19:50
ACT3011,L01-LEC(1985),TuTh 13:30 - 14:50
ACT3011,T01-TUT(1986),Th 19:00 - 19:50
ACT3011,T02-TUT(1987),Th 20:00 - 20:50
ACT3141,L01-LEC(1558),MoWe 08:30 - 09:50
ACT3141,L02-LEC(1559),MoWe 15:30 - 16:50
ACT3154,L01-LEC(2016),MoWe 10:30 - 11:50
ACT3154,L02-LEC(2017),MoWe 13:30 - 14:50
ACT3311,error!,
ACT3311,L02-LEC(2000),Mo 10:30 - 12:20&We 10:30 - 11:20
ACT3311,L01-LEC(1999),Mo 08:30 - 10:20&We 09:00 - 09:50
ACT4111,L01-LEC(1560),TuTh 10:30 - 11:50
ACT4111,L02-LEC(1561),TuTh 13:30 - 14:50
ACT4111,T01-TUT(1562),Tu 19:00 - 19:50
ACT4111,T02-TUT(1563),Tu 20:00 - 20:50
ACT4111,T03-TUT(1564),We 19:00 - 19:50
ACT4111,T04-TUT(1565),We 20:00 - 20:50
ACT4131,L01-LEC(1566),TuTh 08:30 - 09:50
ACT4131,L02-LEC(1567),TuTh 10:30 - 11:50
ACT4131,L03-LEC(1568),TuTh 18:30 - 19:50
ACT4252,L01-LEC(1927),MoWe 13:30 - 14:50
ACT4253,L01-LEC(1569),MoWe 08:30 - 09:50
ACT4253,L02-LEC(1570),MoWe 10:30 - 11:50
ACT4253,L03-LEC(1571),MoWe 13:30 - 14:50
ACT4253,L04-LEC(1572),TuTh 15:30 - 16:50
ACT4321,L01-LEC(1988),We 15:00 - 17:50
PSY1020,L01-LEC(2043),Tu 08:30 - 10:20
PSY1020,T01-TUT(2044),Fr 08:30 - 09:20
PSY1020,T02-TUT(2045),Fr 09:30 - 10:20
PSY2020,L01-LEC(2074),MoWe 15:30 - 16:50
PSY2040,L01-LEC(2046),MoWe 08:30 - 09:50
PSY2110,L01-LEC(2112),TuTh 10:30 - 11:50
PSY2120,L01-LEC(2047),MoWe 13:30 - 14:50
PSY2130,error!,
PSY2130,L01-LEC(2113),Th 15:00 - 16:20&Th 08:30 - 09:50
PSY3010,L01-LEC(2075),TuTh 13:30 - 14:50
PSY3110,L01-LEC(2114),TuTh 18:00 - 19:20
PSY3130,L01-LEC(2042),TuTh 18:00 - 19:20
PSY3150,L01-LEC(2079),MoWe 10:30 - 11:50
PSY4010,L01-LEC(2115),MoWe 10:30 - 11:50
PSY4020,L01-LEC(2116),TuTh 15:30 - 16:50
PSY4020,L02-LEC(2117),TuTh 13:30 - 14:50
PSY4130,error!,
PSY4130,L01-LEC(2118),We 09:00 - 10:20&We 13:30 - 14:50
PSY4180,L01-LEC(2078),MoWe 13:30 - 14:50
BIM2005,L01-LEC(1870),TuTh 10:30 - 11:50
BIM2005,T01-TUT(1871),Tu 19:00 - 19:50
BIM3007,L01-LEC(2012),MoWe 08:30 - 09:50
BIM3007,T01-TUT(2013),Mo 18:00 - 18:50
BIM3008,L01-LEC(2001),MoWe 13:30 - 14:50
BIM3008,T01-TUT(2002),Mo 19:00 - 19:50
BIM3010,L01-LEC(2014),TuTh 13:30 - 14:50
BIM3010,T01-TUT(2015),Tu 18:00 - 18:50
BIM3014,L01-LEC(2346),TuTh 08:30 - 09:50
BIM3014,T01-TUT(2347),Tu 19:00 - 19:50
BIM3020,L01-LEC(2485),MoWe 15:30 - 16:50
BIM3020,T01-TUT(2486),Tu 20:00 - 20:50
BIO1008,L01-LEC(2128),MoWe 08:30 - 09:50
BIO1008,L02-LEC(2129),MoWe 15:30 - 16:50
BIO2001,L01-LEC(2287),We 10:30 - 11:20
BIO2002,L01-LEC(2027),TuTh 13:30 - 14:50
BIO2002,T01-TUT(2028),We 18:00 - 18:50
BIO2002,T02-TUT(2029),We 18:00 - 18:50
BIO2002,T03-TUT(2030),We 18:00 - 18:50
BIO2101,LAB1-LAB(1883),Mo 15:00 - 17:50
BIO2101,LAB2-LAB(1884),We 15:00 - 17:50
BIO2101,T01-TUT(1885),Fr 09:30 - 10:20
BIO3001,L01-LEC(1868),TuTh 10:30 - 11:50
BIO3001,T01-TUT(1869),We 19:00 - 19:50
BIO3002,L01-LEC(2348),TuTh 08:30 - 09:50
BIO3002,T01-TUT(2349),We 18:00 - 18:50
BIO3003,L01-LEC(2350),MoWe 15:30 - 16:50
BIO3003,T01-TUT(2351),Tu 20:00 - 20:50
BIO3101,LAB1-LAB(2003),Th 15:00 - 17:50
BIO3101,LAB2-LAB(2004),Fr 09:00 - 11:50
BIO3214,L01-LEC(2080),TuTh 13:30 - 14:50
BIO3214,T01-TUT(2081),Mo 20:00 - 20:50
BIO3901,L01-LEC(2496),TBA
BIO3902,L01-LEC(2500),TBA
BIO3903,L01-LEC(2492),TBA
BIO3904,L01-LEC(2493),TBA
BIO4203,L01-LEC(2025),MoWe 13:30 - 14:50
BIO4203,T01-TUT(2026),We 20:00 - 20:50
BIO4901,L01-LEC(2352),Fr 10:30 - 11:50
BME3001,L01-LEC(2069),Mo 15:30 - 17:20
BME3001,T01-TUT(2070),Tu 18:00 - 18:50
BME3201,L01-LEC(2438),MoWe 10:30 - 11:50
BME3201,T01-TUT(2439),Fr 10:30 - 11:20
BME3320,L01-LEC(2031),MoWe 08:30 - 09:50
BME3320,T01-TUT(2032),Mo 18:00 - 18:50
BME4006,L01-LEC(2130),TuTh 15:30 - 16:50
BME4006,T01-TUT(2131),We 19:00 - 19:50
BME4008,L01-LEC(2275),TuTh 08:30 - 09:50
BME4008,T01-TUT(2276),We 20:00 - 20:50
BME4011,L01-LEC(2277),TuTh 10:30 - 11:50
BME4011,T01-TUT(2278),Th 18:00 - 18:50
BME4012,L01-LEC(2274),TBA
BME4013,L01-LEC(2323),TBA
CHM1001,L01-LEC(1354),MoWe 10:30 - 11:50
CHM1001,L02-LEC(1355),MoWe 15:30 - 16:50
CHM1001,L03-LEC(1356),TuTh 10:30 - 11:50
CHM1001,L04-LEC(1357),TuTh 15:30 - 16:50
CHM1001,L05-LEC(1358),TuTh 13:30 - 14:50
CHM1001,T01-TUT(1359),Mo 18:00 - 18:50
CHM1001,T02-TUT(1360),Mo 19:00 - 19:50
CHM1001,T03-TUT(1361),Mo 20:00 - 20:50
CHM1001,T04-TUT(1362),Tu 18:00 - 18:50
CHM1001,T05-TUT(1363),Tu 19:00 - 19:50
CHM1001,T06-TUT(1364),Tu 20:00 - 20:50
CHM1001,T07-TUT(1365),We 18:00 - 18:50
CHM1001,T08-TUT(1366),We 19:00 - 19:50
CHM1001,T09-TUT(1367),We 20:00 - 20:50
CHM1001,T10-TUT(1368),Th 18:00 - 18:50
CHM1001,T11-TUT(1369),Th 19:00 - 19:50
CHM1001,T12-TUT(1370),Th 20:00 - 20:50
CHM1001,T13-TUT(1371),Fr 18:00 - 18:50
CHM1001,T14-TUT(1372),Fr 19:00 - 19:50
CHM1001,T15-TUT(1373),Fr 20:00 - 20:50
CHM1002,LAB1-LAB(1573),Th 15:00 - 17:50
CHM1011,L01-LEC(2449),TuTh 15:30 - 16:50
CHM1011,T01-TUT(2450),Fr 19:00 - 19:50
CHM1011,T02-TUT(2451),Fr 20:00 - 20:50
CHM1011,T03-TUT(2452),Fr 18:00 - 18:50
CHM2002,L01-LEC(1578),MoWe 13:30 - 14:50
CHM2002,T01-TUT(1579),Mo 18:00 - 18:50
CHM2002,T02-TUT(1580),Mo 19:00 - 19:50
CHM2110,L01-LEC(2211),TuTh 15:30 - 16:50
CHM2110,T01-TUT(2212),Tu 19:00 - 19:50
CHM2110,T02-TUT(2213),Tu 20:00 - 20:50
CHM2210,L01-LEC(2125),TuTh 10:30 - 11:50
CHM2210,T01-TUT(2126),Tu 18:00 - 18:50
CHM2210,T02-TUT(2127),Tu 19:00 - 19:50
CHM2228,LAB1-LAB(2355),Fr 09:00 - 11:50
CHM2310,L01-LEC(1574),MoWe 10:30 - 11:50
CHM2310,T01-TUT(1575),Mo 18:00 - 18:50
CHM2310,T02-TUT(1576),Mo 19:00 - 19:50
CHM2310,T03-TUT(1577),Mo 20:00 - 20:50
CHM2317,L01-LEC(2019),MoWe 08:30 - 09:50
CHM2317,T01-TUT(2020),Mo 19:00 - 19:50
CHM2317,T02-TUT(2021),Mo 19:00 - 19:50
CHM2338,LAB1-LAB(2356),Tu 15:00 - 17:50
CHM3420,L01-LEC(2357),MoWe 15:30 - 16:50
CHM3420,T01-TUT(2358),We 18:00 - 18:50
CHM3420,T02-TUT(2359),We 19:00 - 19:50
CHM3530,L01-LEC(2341),TuTh 10:30 - 11:50
CHM3530,T01-TUT(2342),Tu 18:00 - 18:50
CHM3530,T02-TUT(2343),Tu 19:00 - 19:50
CHM4330,L01-LEC(2360),TuTh 08:30 - 09:50
CHM4330,T01-TUT(2361),We 18:00 - 18:50
CHM4330,T02-TUT(2362),We 19:00 - 19:50
CHI1000,L01-LEC(1083),Tu 13:30 - 14:50
CHI1000,L02-LEC(1084),Tu 15:30 - 16:50
CHI1000,L03-LEC(1085),Mo 10:30 - 11:50
CHI1000,L04-LEC(1086),Mo 13:30 - 14:50
CHI1000,L05-LEC(1087),Mo 13:30 - 14:50
CHI1000,L06-LEC(1088),Mo 15:30 - 16:50
CHI1000,L07-LEC(1089),Mo 08:30 - 09:50
CHI1000,L08-LEC(1090),Mo 10:30 - 11:50
CHI1000,L09-LEC(1091),Tu 08:30 - 09:50
CHI1000,L10-LEC(1092),Tu 10:30 - 11:50
CHI1000,L11-LEC(1093),Mo 13:30 - 14:50
CHI1000,L12-LEC(1094),Mo 15:30 - 16:50
CHI1000,L13-LEC(1095),Tu 13:30 - 14:50
CHI1000,L14-LEC(1096),Tu 15:30 - 16:50
CHI1000,L15-LEC(1097),Mo 08:30 - 09:50
CHI1000,L16-LEC(1098),Mo 10:30 - 11:50
CHI1000,L17-LEC(1099),Tu 08:30 - 09:50
CHI1000,L18-LEC(1100),Tu 10:30 - 11:50
CHI1000,L19-LEC(1101),Mo 13:30 - 14:50
CHI1000,L20-LEC(1102),Mo 15:30 - 16:50
CHI1000,L21-LEC(1103),Tu 13:30 - 14:50
CHI1000,L22-LEC(1104),Tu 15:30 - 16:50
CHI1000,L23-LEC(1105),Mo 08:30 - 09:50
CHI1000,L24-LEC(1106),Mo 10:30 - 11:50
CHI1000,L25-LEC(1107),Tu 08:30 - 09:50
CHI1000,L26-LEC(1108),Tu 10:30 - 11:50
CHI1000,L27-LEC(1109),Tu 10:30 - 11:50
CHI1000,T01-TUT(1110),Th 13:30 - 14:50
CHI1000,T02-TUT(1111),Th 15:30 - 16:50
CHI1000,T03-TUT(1112),We 10:30 - 11:50
CHI1000,T04-TUT(1113),We 13:30 - 14:50
CHI1000,T05-TUT(1114),We 13:30 - 14:50
CHI1000,T06-TUT(1115),We 15:30 - 16:50
CHI1000,T07-TUT(1116),We 08:30 - 09:50
CHI1000,T08-TUT(1117),We 10:30 - 11:50
CHI1000,T09-TUT(1118),Th 08:30 - 09:50
CHI1000,T10-TUT(1119),Th 10:30 - 11:50
CHI1000,T11-TUT(1120),We 13:30 - 14:50
CHI1000,T12-TUT(1121),We 15:30 - 16:50
CHI1000,T13-TUT(1122),Th 13:30 - 14:50
CHI1000,T14-TUT(1123),Th 15:30 - 16:50
CHI1000,T15-TUT(1124),We 08:30 - 09:50
CHI1000,T16-TUT(1125),We 10:30 - 11:50
CHI1000,T17-TUT(1126),Th 08:30 - 09:50
CHI1000,T18-TUT(1127),Th 10:30 - 11:50
CHI1000,T19-TUT(1128),We 13:30 - 14:50
CHI1000,T20-TUT(1129),We 15:30 - 16:50
CHI1000,T21-TUT(1130),Th 13:30 - 14:50
CHI1000,T22-TUT(1131),Th 15:30 - 16:50
CHI1000,T23-TUT(1132),We 08:30 - 09:50
CHI1000,T24-TUT(1133),We 10:30 - 11:50
CHI1000,T25-TUT(1134),Th 08:30 - 09:50
CHI1000,T26-TUT(1135),Th 10:30 - 11:50
CHI1000,T27-TUT(1136),Th 10:30 - 11:50
CHI2010,L01-LEC(1949),WeFr 10:30 - 12:20
CLC1101,error!,
CLC1101,L03-LEC(1934),TuTh 10:30 - 11:50
CLC1101,L02-LEC(1933),TuTh 08:30 - 09:50
CLC1101,L01-LEC(1932),MoWe 10:30 - 11:50
CLC1201,error!,
CLC1201,L04-LEC(1938),TuTh 13:30 - 14:50
CLC1201,L03-LEC(1937),TuTh 08:30 - 09:50
CLC1201,L02-LEC(1936),MoWe 10:30 - 11:50
CLC1201,L01-LEC(1935),MoWe 08:30 - 09:50
CLC1301,error!,
CLC1301,L03-LEC(1941),TuTh 13:30 - 14:50
CLC1301,L02-LEC(1940),TuTh 10:30 - 11:50
CLC1301,L01-LEC(1939),MoWe 13:30 - 14:50
CLC1401,error!,
CLC1401,L01-LEC(1942),MoWe 08:30 - 09:50
CEC1000,L01-LEC(2177),Tu 18:00 - 20:50
CEC1000,L02-LEC(2178),Th 18:00 - 20:50
CEC1000,L03-LEC(2179),Fr 08:30 - 11:20
CEC1000,L04-LEC(2180),Fr 14:30 - 17:20
CEC1000,L05-LEC(2181),Th 18:00 - 20:50
CEC1000,L06-LEC(2182),We 18:00 - 20:50
CEC1000,L07-LEC(2183),Fr 18:00 - 20:50
CEC1000,L08-LEC(2184),Fr 14:30 - 17:20
CEC1000,L09-LEC(2185),Mo 18:00 - 20:50
CEC1000,L10-LEC(2186),Th 18:00 - 20:50
CEC1000,L11-LEC(2187),We 18:00 - 20:50
CEC1000,L12-LEC(2188),Fr 18:00 - 20:50
CEC1000,L13-LEC(2189),We 18:00 - 20:50
CEC1000,L14-LEC(2190),Th 18:00 - 20:50
CEC1000,L15-LEC(2191),Fr 09:00 - 11:50
CEC1000,L16-LEC(2192),Fr 14:30 - 17:20
CEC2000,L01-LEC(2284),Fr 09:00 - 11:50
CEC2000,L02-LEC(2285),Fr 14:30 - 17:20
CEC2000,L03-LEC(2286),Th 18:00 - 20:50
CEC3000,L01-LEC(2306),Fr 18:00 - 20:50
CEC3000,L02-LEC(2307),Fr 14:30 - 17:20
CEC3000,L03-LEC(2308),Fr 09:00 - 11:50
CEC3000,L04-LEC(2309),Fr 14:30 - 17:20
CEC3000,L05-LEC(2310),Fr 18:00 - 20:50
CEC3000,L06-LEC(2311),Th 18:00 - 20:50
CEC3000,L07-LEC(2312),Th 18:00 - 20:50
CEC4000,L01-LEC(2296),Fr 14:30 - 17:20
CEC4000,L02-LEC(2297),Tu 18:00 - 20:50
CEC4000,L03-LEC(2298),Fr 08:30 - 11:20
CEC4000,L04-LEC(2299),We 18:00 - 20:50
CEC4000,L05-LEC(2300),Fr 18:00 - 20:50
CEC4000,L06-LEC(2301),We 18:00 - 20:50
CEC4000,L07-LEC(2302),Fr 08:30 - 11:20
CEC4000,L08-LEC(2303),Th 18:00 - 20:50
CEC4000,L09-LEC(2304),Fr 14:30 - 17:20
CEC4000,L10-LEC(2305),Fr 14:30 - 17:20
CSC1001,L01-LEC(1692),MoWe 10:30 - 11:50
CSC1001,L02-LEC(1693),MoWe 13:30 - 14:50
CSC1001,L03-LEC(1694),MoWe 15:30 - 16:50
CSC1003,error!,
CSC1003,T02-TUT(2219),Tu 18:00 - 18:50
CSC1003,T01-TUT(2218),Mo 20:00 - 20:50
CSC1003,L01-LEC(2217),Mo 15:30 - 17:20&We 15:30 - 16:20
CSC1005,L01-LEC(2453),MoWe 13:30 - 14:50
CSC1005,L02-LEC(2454),MoWe 15:30 - 16:50
CSC1005,T01-TUT(2455),Mo 18:00 - 18:50
CSC3001,L01-LEC(1712),TuTh 13:30 - 14:50
CSC3001,T01-TUT(1713),We 18:00 - 18:50
CSC3001,T02-TUT(1714),We 19:00 - 19:50
CSC3002,L01-LEC(1716),MoWe 13:30 - 14:50
CSC3002,L02-LEC(1717),MoWe 10:30 - 11:50
CSC3002,T01-TUT(1718),Tu 18:00 - 18:50
CSC3050,L01-LEC(1723),TuTh 10:30 - 11:50
CSC3050,T01-TUT(1724),We 18:00 - 18:50
CSC3050,T02-TUT(1725),We 19:00 - 19:50
CSC3100,L01-LEC(1727),TuTh 08:30 - 09:50
CSC3100,L02-LEC(1728),MoWe 15:30 - 16:50
CSC3100,T01-TUT(1729),Tu 18:00 - 18:50
CSC3150,L01-LEC(1734),TuTh 15:30 - 16:50
CSC3150,T01-TUT(1735),We 19:00 - 19:50
CSC3150,T02-TUT(1736),We 20:00 - 20:50
CSC3160,L01-LEC(2288),TuTh 08:30 - 09:50
CSC3170,L01-LEC(1739),TuTh 09:00 - 10:20
CSC3170,T01-TUT(1740),Th 18:00 - 18:50
CSC3185,L01-LEC(1741),TuWe 15:30 - 16:50
CSC3185,T01-TUT(1742),We 18:00 - 18:50
CSC4005,L01-LEC(1743),WeFr 10:30 - 11:50
CSC4005,T01-TUT(1744),Fr 18:00 - 18:50
CSC4005,T02-TUT(1745),Fr 19:00 - 19:50
CSC4005,T03-TUT(1746),Fr 20:00 - 20:50
CSC4160,L01-LEC(1753),MoWe 10:30 - 11:50
CSC4160,T01-TUT(1754),Mo 18:00 - 18:50
DDA2081,P01-PRA(2058),TBA
DDA2082,P01-PRA(2059),TBA
DDA2083,P01-PRA(2060),TBA
DDA3005,L01-LEC(2089),MoWe 13:30 - 14:50
DDA3005,T01-TUT(2090),Tu 18:00 - 18:50
DDA3005,T02-TUT(2091),Tu 19:00 - 19:50
DDA3010,L01-LEC(2344),TuTh 15:30 - 16:50
DDA3010,T01-TUT(2345),We 18:00 - 18:50
DDA3020,L01-LEC(1747),TuTh 13:30 - 14:50
DDA3020,L02-LEC(1748),TuTh 10:30 - 11:50
DDA3020,T01-TUT(1749),Tu 19:00 - 19:50
DDA3020,T02-TUT(1750),Tu 20:00 - 20:50
DDA3020,T03-TUT(1751),We 19:00 - 19:50
DDA3020,T04-TUT(1752),We 20:00 - 20:50
DDA3600,L01-LEC(2447),MoWe 10:30 - 11:50
DDA3600,T01-TUT(2448),Tu 19:00 - 19:50
DDA4002,L01-LEC(2895),MoWe 15:30 - 16:50
DDA4002,T01-TUT(2896),Tu 18:00 - 18:50
DDA4100,P01-PRA(2061),TBA
DDA4230,L01-LEC(2056),TuTh 13:30 - 14:50
DDA4230,T01-TUT(2057),We 18:00 - 18:50
DDA4250,L01-LEC(2054),TuTh 15:30 - 16:50
DDA4250,T01-TUT(2055),We 18:00 - 18:50
DDA4260,L01-LEC(2175),TuTh 15:30 - 16:50
DDA4260,T01-TUT(2176),Tu 20:00 - 20:50
DDA4340,L01-LEC(2443),MoTu 15:30 - 17:20
DDA4340,T01-TUT(2444),We 18:00 - 18:50
DMS2030,L01-LEC(1673),TuTh 15:30 - 16:50
ECO2011,L01-LEC(1023),MoWe 15:30 - 16:50
ECO2011,L02-LEC(1024),MoWe 10:30 - 11:50
ECO2011,L03-LEC(1025),MoWe 13:30 - 14:50
ECO2011,L04-LEC(1026),TuTh 10:30 - 11:50
ECO2011,L05-LEC(1027),TuTh 13:30 - 14:50
