Name,Session,Time
MAT2040,L02-LEC(1624),MoWe 13:30 - 14:50
MAT2040,L03-LEC(1625),TuTh 10:30 - 11:50
MAT2040,L04-LEC(1626),TuTh 13:30 - 14:50
MAT2040,T01-TUT(1627),Mo 18:00 - 18:50
MAT2040,T02-TUT(1628),Mo 19:00 - 19:50
MAT2040,T03-TUT(1629),Mo 20:00 - 20:50
MAT2040,T04-TUT(1630),Tu 18:00 - 18:50
MAT2040,T05-TUT(1631),Tu 19:00 - 19:50
MAT2040,T06-TUT(1632),Tu 20:00 - 20:50
MAT2040,T07-TUT(1633),We 18:00 - 18:50
MAT2040,T08-TUT(1634),We 19:00 - 19:50
MAT2040,T09-TUT(1635),We 20:00 - 20:50
MAT2040,T10-TUT(1636),Th 18:00 - 18:50
MAT2040,T11-TUT(1637),Th 19:00 - 19:50
MAT2040,T12-TUT(1638),Th 20:00 - 20:50
MAT2040,T13-TUT(1639),Fr 18:00 - 18:50
MAT2040,T14-TUT(1640),Fr 19:00 - 19:50
MAT2040,T15-TUT(1641),Fr 20:00 - 20:50
MAT2040,T16-TUT(1642),We 18:00 - 18:50
MAT2040,T17-TUT(1643),We 19:00 - 19:50
MAT2040,T18-TUT(1644),We 20:00 - 20:50
MAT2040,T19-TUT(1645),Th 18:00 - 18:50
MAT2040,T20-TUT(1646),Th 19:00 - 19:50
MAT2050,L01-LEC(2260),TuTh 15:30 - 17:20
MAT2050,T01-TUT(2261),Tu 19:30 - 20:50
MAT2050,T02-TUT(2262),We 18:00 - 19:20
MAT2050,T03-TUT(2263),We 19:30 - 20:50
MAT2050,T04-TUT(2264),Th 19:30 - 20:50
MAT2050,T05-TUT(2265),Fr 18:00 - 19:20
MAT2060,L01-LEC(2266),MoWe 10:30 - 11:50
MAT2060,T01-TUT(2267),Mo 18:00 - 18:50
MAT2060,T02-TUT(2268),Mo 19:00 - 19:50
MAT3004,L01-LEC(1886),TuTh 15:30 - 16:50
MAT3004,T01-TUT(1887),Th 19:00 - 19:50
MAT3004,T02-TUT(1888),Th 20:00 - 20:50
MAT3006,L01-LEC(1889),MoWe 08:30 - 09:50
MAT3006,T01-TUT(1890),Mo 18:00 - 18:50
MAT3006,T02-TUT(1891),Mo 19:00 - 19:50
MAT3006,T03-TUT(1892),Tu 18:00 - 18:50
MAT3006,T04-TUT(1893),Tu 19:00 - 19:50
MAT3007,L01-LEC(1647),MoWe 13:30 - 14:50
MAT3007,L02-LEC(1648),MoWe 15:30 - 16:50
MAT3007,L03-LEC(1649),TuTh 08:30 - 09:50
MAT3007,T01-TUT(1650),Mo 19:00 - 19:50
MAT3007,T02-TUT(1651),Mo 20:00 - 20:50
MAT3007,T03-TUT(1652),Th 18:00 - 18:50
MAT3007,T04-TUT(1653),Th 19:00 - 19:50
MAT3007,T05-TUT(1654),Th 20:00 - 20:50
MAT3040,L01-LEC(1950),TuTh 10:30 - 11:50
MAT3040,T01-TUT(1951),We 18:00 - 18:50
MAT3040,T02-TUT(1952),We 19:00 - 19:50
MAT3040,T03-TUT(1953),Th 18:00 - 18:50
MAT3040,T04-TUT(1954),Th 19:00 - 19:50
MAT3042,L01-LEC(2429),TuTh 10:30 - 11:50
MAT3042,T01-TUT(2430),We 18:00 - 18:50
MAT3042,T02-TUT(2431),We 19:00 - 19:50
MAT3280,L01-LEC(1894),MoWe 15:30 - 16:50
MAT3280,T01-TUT(1895),Tu 19:00 - 19:50
MAT3280,T02-TUT(1896),Tu 20:00 - 20:50
MAT3280,T03-TUT(1897),Th 19:00 - 19:50
MAT3280,T04-TUT(1898),Th 20:00 - 20:50
MAT3300,L01-LEC(1872),MoWe 10:30 - 11:50
MAT3300,L02-LEC(1873),TuTh 09:00 - 10:20
MAT3300,T01-TUT(1874),We 18:00 - 18:50
MAT3300,T02-TUT(1875),We 19:00 - 19:50
MAT3300,T03-TUT(1876),We 20:00 - 20:50
MAT3300,T04-TUT(1877),Th 18:00 - 18:50
MAT3300,T05-TUT(1878),Th 19:00 - 19:50
MAT3300,T06-TUT(1879),Th 20:00 - 20:50
MAT3300,T07-TUT(1880),Fr 18:00 - 18:50
MAT3300,T08-TUT(1881),Fr 19:00 - 19:50
MAT3300,T09-TUT(1882),Fr 20:00 - 20:50
MAT4033,error!,
MAT4033,T01-TUT(1900),Mo 18:00 - 18:50
MAT4033,L01-LEC(1899),Mo 13:30 - 15:20&We 13:30 - 14:20
MAT4220,L01-LEC(1901),MoWe 10:30 - 11:50
MAT4220,T01-TUT(1902),Mo 18:00 - 18:50
MAT4220,T02-TUT(1903),Mo 19:00 - 19:50
MAT4220,T03-TUT(1904),Mo 20:00 - 20:50
MAT4500,L01-LEC(1905),TuTh 13:30 - 14:50
MAT4500,T01-TUT(1906),Fr 18:00 - 18:50
MAT4500,T02-TUT(1907),Fr 19:00 - 19:50
MED1001,L01-LEC(2148),Mo 08:30 - 10:20
MED1001,LAB1-LAB(2502),Mo 11:00 - 11:50
MED1011,L01-LEC(2149),Tu 08:30 - 10:20
MED1011,LAB1-LAB(2504),Tu 11:00 - 11:50
MED1011,T01-TUT(2150),Fr 10:00 - 10:50
MED1011,T02-TUT(2151),Fr 10:00 - 10:50
MED1011,T03-TUT(2152),Fr 10:00 - 10:50
MED1011,T04-TUT(2153),Fr 10:00 - 10:50
MED1011,T05-TUT(2154),Fr 10:00 - 10:50
MED1011,T06-TUT(2155),Fr 11:00 - 11:50
MED1011,T07-TUT(2156),Fr 11:00 - 11:50
MED1011,T08-TUT(2157),Fr 11:00 - 11:50
MED1011,T09-TUT(2158),Fr 11:00 - 11:50
MED1011,T10-TUT(2159),Fr 11:00 - 11:50
MED1021,L01-LEC(2160),We 10:00 - 11:50
MED1021,T01-TUT(2161),Fr 10:00 - 10:50
MED1021,T02-TUT(2162),Fr 10:00 - 10:50
MED1031,L01-LEC(2364),Th 08:30 - 10:20
MED1100,L01-LEC(2199),Th 11:00 - 11:50
MED1100,T01-TUT(2200),Th 11:00 - 11:50
MED1100,T02-TUT(2201),Th 11:00 - 11:50
MED1100,T03-TUT(2202),Th 11:00 - 11:50
MED1100,T04-TUT(2203),Th 11:00 - 11:50
MED1100,T05-TUT(2204),Th 11:00 - 11:50
MED1100,T06-TUT(2205),Fr 08:30 - 09:20
MED1100,T07-TUT(2206),Fr 08:30 - 09:20
MED1100,T08-TUT(2207),Fr 08:30 - 09:20
MED1100,T09-TUT(2208),Fr 08:30 - 09:20
MED1100,T10-TUT(2209),Fr 08:30 - 09:20
MED1200,L01-LEC(2368),We 08:30 - 09:50
MED1200,T01-TUT(2369),Th 11:00 - 12:20
MED1200,T02-TUT(2370),Th 11:00 - 12:20
MED2001,L01-LEC(2231),We 16:00 - 16:50
MED2001,LAB1-LAB(2495),Th 13:30 - 17:20
MED2011,L01-LEC(2232),Tu 13:30 - 14:20
MED2011,LAB1-LAB(2858),Tu 15:00 - 16:50
MED2011,T01-TUT(2233),TBA
MED2011,T02-TUT(2234),TBA
MED2011,T03-TUT(2235),TBA
MED2011,T04-TUT(2236),TBA
MED2011,T05-TUT(2237),TBA
MED2011,T06-TUT(2238),TBA
MED2050,L01-LEC(2239),Mo 15:00 - 16:50
MED2050,T01-TUT(2240),TBA
MED2050,T02-TUT(2241),TBA
MED2100,L01-LEC(2316),We 13:30 - 14:20
MED2100,T01-TUT(2317),TBA
MED2100,T02-TUT(2318),TBA
MED3001,L01-LEC(2867),TBA
MED3002,L01-LEC(2868),TBA
MED3003,L01-LEC(2869),TBA
MED3011,L01-LEC(2870),TBA
MED3020,L01-LEC(2871),TBA
MED3021,L01-LEC(2872),TBA
MED3031,L01-LEC(2873),TBA
MED3100,L01-LEC(2874),TBA
MED3200,L01-LEC(2875),TBA
MED3300,L01-LEC(2876),TBA
MED4010,L01-LEC(2394),Mo 08:30 - 09:20
MED4010,T01-TUT(2395),Mo 10:00 - 11:50
MED4010,T02-TUT(2396),Mo 10:00 - 11:50
MED4011,error!,
MED4011,T02-TUT(2400),Mo 14:00 - 16:50&Mo 10:00 - 11:50
MED4011,T01-TUT(2399),Mo 14:00 - 16:50&Mo 10:00 - 11:50
MED4011,L01-LEC(2398),Mo 08:30 - 09:20
MED4012,error!,
MED4012,T02-TUT(2404),Mo 14:00 - 16:50&Mo 10:00 - 11:50
MED4012,T01-TUT(2403),Mo 14:00 - 16:50&Mo 10:00 - 11:50
MED4012,L01-LEC(2402),Mo 08:30 - 09:20
MED4013,L01-LEC(2406),Mo 13:30 - 14:20
MED4013,T01-TUT(2407),Mo 15:00 - 17:50
MED4013,T02-TUT(2408),Mo 15:00 - 17:50
MED4100,L01-LEC(2410),Mo 17:00 - 17:50
MED4100,T01-TUT(2411),Mo 17:00 - 18:20
MED4100,T02-TUT(2412),Mo 17:00 - 18:20
MED4200,L01-LEC(2414),Mo 17:00 - 17:50
MED4200,T01-TUT(2415),Mo 17:00 - 18:20
MED4200,T02-TUT(2416),Mo 17:00 - 18:20
MUS1001,I01-IDV(2802),TBA
MUS1003,L01-LEC(2812),TBA
MUS1004,L01-LEC(2815),TBA
MUS1004,L02-LEC(2816),TBA
MUS1005,L01-LEC(2803),Th 11:00 - 12:20
MUS1007,L01-LEC(2804),MoWe 11:30 - 12:20
MUS1007,L02-LEC(2805),Mo 13:30 - 15:20
MUS1007,L03-LEC(2806),Th 15:30 - 17:20
MUS1007,L04-LEC(2807),Th 13:30 - 15:20
MUS1010,L01-LEC(2811),MoWe 15:30 - 17:50
MUS1110,L01-LEC(2808),Tu 08:30 - 10:20
MUS1110,L02-LEC(2809),Tu 10:30 - 12:20
MUS1150,L01-LEC(2814),Tu 13:30 - 15:20
MUS1200,L01-LEC(2810),Tu 08:30 - 10:20
MUS1605,L01-LEC(2824),TBA
MUS2001,L01-LEC(2817),TBA
MUS2004,L01-LEC(2825),TBA
MUS2005,L01-LEC(2818),Th 11:00 - 12:20
MUS2007,error!,
MUS2007,L01-LEC(2826),Mo 16:30 - 17:20&We 10:30 - 11:20
MUS2010,L01-LEC(2821),MoWe 15:30 - 17:50
MUS2021,L01-LEC(2838),TBA
MUS2023,L01-LEC(2839),TBA
MUS2025,L01-LEC(2853),TBA
MUS2112,L01-LEC(2819),Fr 10:30 - 12:20
MUS2200,L01-LEC(2820),MoWe 08:30 - 09:50
MUS2328,L01-LEC(2846),Tu 10:30 - 12:20
MUS2333,L01-LEC(2827),TBA
MUS2350,L01-LEC(2854),TBA
MUS2501,L01-LEC(2828),MoWe 13:30 - 15:20
MUS2603,L01-LEC(2840),TBA
MUS2610,L01-LEC(2813),Tu 10:30 - 12:20
MUS2612,L01-LEC(2822),We 13:30 - 15:20
MUS2703,L01-LEC(2823),We 15:30 - 17:20
MUS2802,L01-LEC(2842),TBA
MUS3001,L01-LEC(2829),TBA
MUS3007,L01-LEC(2830),TBA
MUS3010,L01-LEC(2831),MoWe 15:30 - 17:50
MUS3110,L01-LEC(2832),Mo 10:30 - 12:20
MUS3112,L01-LEC(2833),Th 13:30 - 16:20
MUS3201,L01-LEC(2855),Fr 09:00 - 11:50
MUS3212,L01-LEC(2834),Tu 10:30 - 12:20
MUS3221,L01-LEC(2835),Th 10:30 - 12:20
MUS3333,L01-LEC(2845),TBA
MUS3501,L01-LEC(2850),Tu 08:30 - 10:20
MUS3533,L01-LEC(2836),Th 13:30 - 16:20
MUS3700,L01-LEC(2843),We 15:30 - 17:20
MUS3800,L01-LEC(2852),Th 10:30 - 12:20
MUS4001,L01-LEC(2847),TBA
MUS4007,L01-LEC(2848),TBA
MUS4017,L01-LEC(2841),TBA
MUS4111,L01-LEC(2849),We 13:30 - 15:20
MUS4501,L01-LEC(2851),We 10:30 - 12:20
MUS4506,L01-LEC(2844),Tu 13:30 - 15:20
MUS4611,L01-LEC(2837),We 10:30 - 12:20
PHM2004,L01-LEC(2388),TuTh 13:30 - 14:50
PHM2004,T01-TUT(2389),We 18:30 - 19:50
PHM2006,L01-LAB(2501),MoWe 10:30 - 11:20
PHM2010,L01-LEC(2282),Th 09:30 - 11:20
PHM2010,T01-TUT(2283),Th 18:00 - 18:50
PHM3002,L01-LEC(2390),Fr 10:30 - 12:20
PHM3002,T01-TUT(2391),Fr 18:00 - 18:50
PHM3003,LAB1-LAB(2392),Th 13:30 - 17:20
PHM3017,L01-LEC(2353),We 10:30 - 12:20
PHM4003,L01-LEC(2393),Fr 10:00 - 11:50
PHM4003,T01-TUT(2503),Fr 09:00 - 09:50
PED1001,LA1-LEC(1207),Mo 08:30 - 10:20
PED1001,LA2-LEC(1208),Mo 10:30 - 12:20
PED1001,LA3-LEC(1209),Mo 13:30 - 15:20
PED1001,LA4-LEC(1210),Mo 15:30 - 17:20
PED1001,LB1-LEC(1211),Tu 08:30 - 10:20
PED1001,LC1-LEC(1212),Tu 10:30 - 12:20
PED1001,LC2-LEC(1213),Tu 13:30 - 15:20
PED1001,LC3-LEC(1214),Tu 15:30 - 17:20
PED1001,LC4-LEC(1215),We 10:30 - 12:20
PED1001,LD1-LEC(1216),Tu 08:30 - 10:20
PED1001,LD2-LEC(1217),Tu 10:30 - 12:20
PED1001,LE1-LEC(1218),Mo 08:30 - 10:20
PED1001,LE2-LEC(1219),Mo 10:30 - 12:20
PED1001,LE3-LEC(1220),Mo 13:30 - 15:20
PED1001,LE4-LEC(1221),Mo 15:30 - 17:20
PED1001,LF1-LEC(1222),Tu 08:30 - 10:20
PED1001,LF2-LEC(1223),We 08:30 - 10:20
PED1001,LG1-LEC(1224),Tu 10:30 - 12:20
PED1001,LG2-LEC(1225),Tu 13:30 - 15:20
PED1001,LG3-LEC(1226),Tu 15:30 - 17:20
PED1001,LG4-LEC(1227),We 10:30 - 12:20
PED1001,LH1-LEC(1228),Tu 08:30 - 10:20
PED1001,LH2-LEC(1229),Tu 10:30 - 12:20
PED1001,LH3-LEC(1230),We 08:30 - 10:20
PED1001,LH4-LEC(1231),We 10:30 - 12:20
PED1001,LI1-LEC(1232),Tu 15:30 - 17:20
PED1001,LI2-LEC(1233),We 15:30 - 17:20
PED1001,LJ1-LEC(1234),We 10:30 - 12:20
PED1001,LJ2-LEC(1235),We 13:30 - 15:20
PED1001,LJ3-LEC(1236),We 15:30 - 17:20
PED1001,LK1-LEC(1237),Th 10:30 - 12:20
PED1001,LK2-LEC(1238),Th 13:30 - 15:20
PED1001,LK3-LEC(1239),Th 15:30 - 17:20
PED1001,LL1-LEC(1240),Mo 08:30 - 10:20
PED1001,LL2-LEC(1241),Mo 10:30 - 12:20
PED1001,LL3-LEC(1242),Tu 08:30 - 10:20
PED1001,LL4-LEC(1243),Tu 10:30 - 12:20
PED1001,LM1-LEC(1244),Mo 15:30 - 17:20
PED1001,LM2-LEC(1245),Mo 18:00 - 19:50
PED1001,LN1-LEC(1246),Th 08:30 - 10:20
PED1001,LN2-LEC(1247),Th 10:30 - 12:20
PED1001,LN3-LEC(1248),Th 13:30 - 15:20
PED1001,LN4-LEC(1249),Th 15:30 - 17:20
PED1001,LN5-LEC(1250),Fr 08:30 - 10:20
PED1001,LN6-LEC(1251),Fr 10:30 - 12:20
PED1001,LO1-LEC(1252),Th 13:30 - 15:20
PED1001,LO2-LEC(1253),Th 15:30 - 17:20
PED1001,LO3-LEC(1254),Th 18:00 - 19:50
PED1001,LP1-LEC(1255),We 13:30 - 15:20
PED1001,LP2-LEC(1256),We 15:30 - 17:20
PED1001,LP3-LEC(1257),We 18:00 - 19:50
PHY1002,LAB1-LAB(1666),Mo 15:00 - 17:50
PHY1002,LAB2-LAB(1667),Fr 09:00 - 11:50
PHY1002,LAB3-LAB(1668),Th 09:00 - 11:50
PHY1010,L01-LEC(2215),MoWe 13:30 - 14:50
PHY1010,T01-TUT(2216),Mo 19:00 - 19:50
PHY1210,L01-LEC(2506),Tu 18:00 - 18:50
PHY2020,L01-LEC(2890),TuTh 13:30 - 14:50
PHY2020,T01-TUT(2891),Tu 20:00 - 20:50
PHY2610,L01-LEC(2427),MoWe 15:30 - 16:50
PHY2610,T01-TUT(2428),Mo 20:00 - 20:50
PHY3006,L01-LEC(1669),MoWe 15:30 - 16:50
PHY3006,T01-TUT(1670),Th 18:00 - 18:50
PHY3110,L01-LEC(2329),TuTh 08:30 - 09:50
PHY3110,T01-TUT(2330),We 18:00 - 18:50
PHY3210,R01-RSC(2465),TBA
PHY3230,R01-RSC(2466),TBA
PHY3240,R01-RSC(2467),TBA
PHY3310,L01-LEC(2468),TuTh 15:30 - 16:50
PHY3310,T01-TUT(2469),We 19:00 - 19:50
PHY3410,L01-LEC(2338),TuTh 10:30 - 11:50
PHY3410,T01-TUT(2339),Fr 18:00 - 18:50
PHY3410,T02-TUT(2340),Fr 19:00 - 19:50
PHY3810,L01-LEC(2505),TuTh 13:30 - 14:20
PHY3810,T01-TUT(2470),We 20:00 - 20:50
PHY3950,L01-LEC(2471),MoWe 10:30 - 11:50
PHY3950,T01-TUT(2472),Mo 18:00 - 18:50
PHY4001,L01-LEC(1671),MoWe 10:30 - 11:50
PHY4001,T01-TUT(1672),We 19:00 - 19:50
SPN1001,L01-LEC(1931),TuTh 13:30 - 14:50
STA2001,L01-LEC(1757),MoWe 08:30 - 09:50
STA2001,L02-LEC(1758),MoWe 10:30 - 11:50
STA2001,L03-LEC(1759),TuTh 15:30 - 16:50
STA2001,T01-TUT(1760),Mo 18:00 - 18:50
STA2001,T02-TUT(1761),Mo 19:00 - 19:50
STA2001,T03-TUT(1762),Mo 20:00 - 20:50
STA2001,T04-TUT(1763),Tu 19:00 - 19:50
STA2001,T05-TUT(1764),Tu 20:00 - 20:50
STA2002,L01-LEC(1765),TuTh 08:30 - 09:50
STA2002,L02-LEC(1766),TuTh 10:30 - 11:50
STA2002,T01-TUT(1767),We 19:00 - 19:50
STA2002,T02-TUT(1768),We 20:00 - 20:50
STA2002,T03-TUT(1769),Th 19:00 - 19:50
STA2002,T04-TUT(1770),Th 20:00 - 20:50
STA2003,L01-LEC(2221),MoWe 08:30 - 09:50
STA2003,L02-LEC(2222),MoWe 10:30 - 11:50
STA2003,L03-LEC(2223),TuTh 08:30 - 09:50
STA2003,T01-TUT(2224),Tu 18:00 - 18:50
STA2003,T02-TUT(2225),Tu 19:00 - 19:50
STA2003,T03-TUT(2226),Th 18:00 - 18:50
STA2003,T04-TUT(2227),Th 19:00 - 19:50
STA3001,error!,
STA3001,T02-TUT(2892),We 19:00 - 19:50
STA3001,T01-TUT(2229),We 18:00 - 18:50
STA3001,L01-LEC(2228),Tu 10:30 - 12:20&Th 10:30 - 11:20
STA4001,L01-LEC(1771),TuTh 10:30 - 11:50
STA4001,L02-LEC(1772),MoWe 13:30 - 14:50
STA4001,T01-TUT(1773),Mo 18:00 - 18:50
STA4001,T02-TUT(1774),Mo 19:00 - 19:50
STA4001,T03-TUT(1775),Tu 18:00 - 18:50
STA4001,T04-TUT(1776),Tu 19:00 - 19:50
STA4001,T05-TUT(1777),We 18:00 - 18:50
STA4003,L01-LEC(1778),MoWe 08:30 - 09:50
STA4003,T01-TUT(1779),Mo 20:00 - 20:50
STA4020,L01-LEC(1780),MoWe 15:30 - 16:50
STA4020,T01-TUT(1781),Th 18:00 - 18:50
STA4042,L01-LEC(2425),MoWe 10:30 - 11:50
STA4042,T01-TUT(2426),Tu 18:00 - 18:50
STA4606,L01-LEC(2418),TuTh 14:00 - 15:20
TRA1010,L01-LEC(1821),Tu 13:30 - 14:50
TRA1010,T01-TUT(1822),Th 13:30 - 14:50
TRA2010,L01-LEC(1842),Mo 10:30 - 11:50
TRA2010,T01-TUT(1843),We 10:30 - 11:50
TRA2130,L01-LEC(1844),Tu 10:30 - 12:20
TRA2130,T01-TUT(1845),Th 11:30 - 12:20
TRA2320,L01-LEC(1846),Th 08:30 - 10:20
TRA2320,T01-TUT(1847),Fr 08:30 - 09:20
TRA3010,L01-LEC(1848),Tu 18:00 - 19:50
TRA3010,T01-TUT(1849),Th 19:00 - 19:50
TRA3010,T02-TUT(1850),Th 18:00 - 18:50
TRA3110,L01-LEC(1851),Tu 13:30 - 14:50
TRA3110,T01-TUT(1852),Th 13:30 - 14:50
TRA3220,L01-LEC(1853),We 10:30 - 12:20
TRA3220,T01-TUT(1854),Fr 10:30 - 11:20
TRA3220,T02-TUT(1855),Fr 11:30 - 12:20
TRA3240,L01-LEC(1856),Mo 08:30 - 10:20
TRA3240,T01-TUT(1857),We 08:30 - 09:20
TRA3240,T02-TUT(1858),We 09:30 - 10:20
TRA3250,L01-LEC(1859),Mo 15:30 - 16:50
TRA3250,T01-TUT(1860),We 15:30 - 16:50
TRA3250,T02-TUT(1861),Fr 10:30 - 11:50
TRA3260,L01-LEC(1862),Mo 13:30 - 15:20
TRA3260,T01-TUT(1863),We 13:30 - 14:20
TRA3280,L01-LEC(1864),Tu 10:30 - 11:50
TRA3280,T01-TUT(1865),Th 10:30 - 11:50
TRA3310,L01-LEC(1866),Tu 15:30 - 16:50
TRA3310,T01-TUT(1867),Th 15:30 - 16:50
TRA4030,L01-LEC(2249),TBA
URM2010,L01-LEC(2482),MoWe 08:30 - 09:50
URM2040,L01-LEC(2483),Mo 10:30 - 11:50
URM2040,T01-TUT(2484),We 10:30 - 11:50
